review,sentiment
"I was so looking forward to seeing this film that I can't really understand how I got the impression I would enjoy it. I'm afraid it really is a yawn fest - every single patron in the cinema I attended yawned and fidgeted frequently during the whole film. This is a shame because it is a fantastic story - I'm inclined to think that it would make a better read. It is not helped by the principle character only showing his teeth once - and that was as a result of the camera angle. As the story unfolds it becomes easier to understand the main character's dilemmas. However, the suspense and drama that could have made this a really top rated film have been completely spoilt by the dull treatment. Dull as a half-baked documentary!",negative
"Steve McQueen has certainly a lot of loyal fans out there. He certainly was a charismatic fellow, one of the most charismatic the big screen ever knew. But even McQueen can't save this turkey of a film, shot with what looks like a brownie camera in the actual locations in St. Louis.<br /><br />McQueen's a new kid with no criminal record brought into the planning of a bank heist by one of the other gang. There's more than a broad hint that there's a gay relationship going on between young Steve and David Clarke. He's not liked at all by the other heist members, mainly because of his lack of criminal resume. <br /><br />Steve also has a girl friend in Molly McCarthy and she suspects something afoot, especially when he starts hanging around with Crahan Denton and James Dukas as well as Clarke, all pretty rough characters. That would certainly get my suspicions aroused.<br /><br />The Great St. Louis Bank Robbery had two directors Charles Guggenheim and John Stix. Guggenheim did mostly documentaries and Stix didn't do much of anything. One of those two jokers decided Steve's performance was best served by doing a bad Marlon Brando imitation. <br /><br />This film may go down as the worst ever done by Steve McQueen. I'm willing to bet that Dick Powell and Four Star Productions had already signed him for Wanted Dead or Alive because I can't believe they would have if they saw this.<br /><br />Or they would have seen something the public would have overlooked except for the dressing for this turkey.",negative
"I realize why people hate this film. And, I hated Blair Witch Project,so go figure? This is about as staged as it gets & yes they do insult your intelligence by trying to make it seem real.I really liked the madame lalaurie storyline though it's more than likely made up. But, the main reason I like this film, is fake or not when the ghosts start attacking & kidnapping them,I get chill-bumps every time & have to look behind me as it feels like something's there with me.i know it's my imagination, but hey more than half of the drivel that is horror in today's cinemas & DVD's doesn't give me goosebumps,so that makes this a creepy delight.Not for everyone, as skeptics will hate it & not for gorehounds as with a PG-13 rating there is no gore. And, the females are very annoying!You'll wish the ghosts would take them off & experiment on them before it's all said & done. ** out of *****.",negative
"How LIVING THE DREAM managed to get into the Laemmle 5 in West Hollywood is beyond me, as it is the worst film I have ever seen in my life. I should have known when the first scene opened in-gasp, Eugene, Oregon-,that this dud of a film with characters that you want to like and feel sorry for from their exclusion days from high school,but can't, as they are such losers, is so wooden and atrocious with dialog that is beyond bad.<br /><br />Then, cliché, the three high school losers end up in LA, and here is where the film could have been realistic if it had shown them trying to find a career in acting. But no, one works as a used car salesman, the other is a true loser in a garage call center selling magazines. Even the bastard that runs the place has more audience appeal than that dreadful actor with the horrible foreign accent. And, they fraudulently get money from an insurance scam to set up an Executive Recruitment firm with no experience, just showing ""the supposed good life"" in LA night spots with a cast of actors that are so wooden and bad, they better not have SAG cards...<br /><br />I could go on and on about this bad film, but I ended up walking out of the theater, which had at the start six people, and when I left four men were the only ones in the audience. I wanted to like this film, but I couldn't find one merit in the story, characters, writing, dialog, nor the actors. Whoever cast this film should retire. Amen...enough...",negative
"This film could cure sleep disorders, thats how bad it is. The story dragged, and the bad guy is not that scary. You will not even see this one on TBS reruns. This film made me wonder about Chuck film choices. He work on a real dog with this one.",negative
"My qualifications for this review? I own all the Alien and Predator movies & I have and have read almost all the books I can find that are related to this series.<br /><br />I can safely say, this movie is a Stinker. Save your money & don't waste your time. If you like mindless action, mindless gore, no plot to speak of & like being taken by Hollywood, see the movie.<br /><br />If you are a serious Alien series fan, send a message to the over stuffed, over paid suits in Hollywood & 20th Century Fox & don't give them a penny.<br /><br />This movie has so many plot holes in it you could sieve pasta through it. Read the other negative reviews to get the big picture, it has all be said accurately, so I don't have to repeat them.<br /><br />The characters in this movie are cardboard. You want them all dead. And, the movie doesn't disappoint, almost all of them die. Even the hot, bubble headed blond. Do you feel sorry for her? Nope. No plot, no character development....who cares. The Predators are now idiots too. They scan everything but their own dead warrior. They are suppose to be a high technology society, right? In the Predator movie, they scanned the soldiers and the girl to determine who was armed. Trophy kills. In AvP, they scanned Charles Weyland and let him go because he had Cancer. Major Plot hole!<br /><br />Also, the R rating is because they have kids in the movie that get a face hugger, lots of gore and violence and there is one hospital scene where a very large pregnant women is injected with chest bursters. She is implanted by the Hybrid Alien with 4 or 5 eggs in a mouth-to-mouth love scene-orgy and they all hatch in, say, 30 seconds. Sensational gore a plenty, nothing more. These scenes are laughable, not serious. It is almost like the violence happens and the Alien looks at the camera and waits for applause, a thumbs up or a nod of some sort.<br /><br />The Aliens in this movie are all on performance enhancing drugs. They develop fast and spread quickly all over the town, tons of them, everywhere in record spawn time. Pathetic because it does not stick to the series story line and adds nothing to the Aliens, Aliens Predator continuity.<br /><br />I have noticed the positive reviews are written by people who love the gore. Laughable. As a movie, as a continuation of the Aliens franchise and the development of the Aliens vs Predator franchise, this movie is a cheesecake cliché at best. If you have faithfully followed this series, all the rules are broken and the Aliens and Predators are reduced to comic book characters.<br /><br />There is not one fantastic, memorable action scene. There are almost no special effects worth remembering. There are no brand name actors. The plot is as thin as onion paper that ultimately ends with a, ""We have two choices to get out of this mess...The Hospital or the center of town!"". I just about wet myself. The center of town means everyone is going to get nuked by Big Brother who somehow knows the town has been infested because they have an AWAC in the air that can see the infestation on a radar screen in special effects Red Spots. I just about fell out of my chair. Special effects red spot alien radar on an AWAC over middle America. I am splitting my gut laughing.<br /><br />Having to get to the Helicopter Pad made me choke on my popcorn. Has anyone played a game called ZOMBIES!? You have to get your playing pieces to the Helicopter Pad to win. I almost wet myself laughing.<br /><br />The ending is enough to make you shake your head in wonderment. Who did 20th Century Fox hire to write this script!? OH, OH, ask me.... a Grade 5 student. There really can't be any other answer. Oh, yes there can be another answer... Low Budget Cheesecake Sci-Fi.<br /><br />The ending? ""Col. Stevens takes the Predator pulse rifle to Ms. Yutani (Francoise Yip). She tells him that the earth is not ready for the technology it represents. Col. Stevens knows Yutani doesn't want the technology to use on earth."" You are kidding me, right? Ms. Yutani? Who is Ms Yutani? (forshadow:Weyland-Yutani: The Corporation) She is in the movie exactly 2 seconds and yet, in her infinite far east wisdom, she says the world is not ready for the technology. Seriously??!! The Brothers Dweebs (Strause) as directors? Who is responsible for this hemorrhage-abortion of a movie? They are the Doug and Bob McKenzie of directors and yet Fox entrusted the flailing Alien franchise to them. They are touted as special effects experts and yet the movie is all low budget special effects. Hmmm, I see a pattern. Laughable.<br /><br />This movie is only made to empty your wallet. It serves no other purpose. It has no plot. It has no main characters worth mentioning. It is disjointed. It does not adhere to any of the character principles established in previous movies. It does nothing to advance the franchise. The special effects are lame, minimal and low budget. And, it has no ending to speak of. It is low budget and strictly designed to take your hard earned money. Nothing more.<br /><br />Save your money. Either watch it on TV where it will very quickly end up. Buy a bootleg or miss this bleeding ulcer altogether. There is a reason why Fox did not Preview this movie to the critics. The critics would have eaten this mess alive and no one would have gone to the theaters to see it. JR Giger, the original creator, is at this very moment, leaning over a toilet spilling his lunch.<br /><br />20th Century Fox, this movie is a stinker. It is as bad or worse than Alien 3. You insult us. <br /><br />Flush now...",negative
"To soccer fans every where -- stay away from this movie. It was so baaaaddd! Lame acting, lame script, lame soccer and no directing! I rented this movie during my stint in Asia and was appalled that this was considered one of the better Singaporean films. It was just nonsensical and thoroughly boring. There are thousands of rich, exciting stories in Asia. Why write a bad story about over the top and stereotypical Singaporeans?",negative
"This story of Ted Brice, an American pilot who is the sole survivor of the crash of an Allied reconnaissance plane in Belgium in January of 1944, is pretty much of a mess. The title would lead you to think that it is principally a story about the Belgian armed resistance groups, but that seems to be just a backdrop to prop up a silly love story between Ted and Claire, the woman who takes Ted in. Claire's husband Henri is a committed resistance member, but it is Claire who decides, in Henri's absence and against his wishes, to give Ted refuge.<br /><br />Crucial plot details don't make sense. Central to the story is the retrieval of the recorder on the downed plane that contains navigation codes and the positions of targets. But in the opening scene we see Belgians looting the plane, resistance members among them. Why did they not retrieve the valued items at that time instead of waiting for the Nazis to come and guard the plane? And the whole affair of transferring Ted out of the area was conducted using secret instructions and code words when the transaction could have just been a simple exchange. The ponderous music attempts, but fails, to lend some weight to this tepid undertaking.<br /><br />The most ludicrous part of the movie is how the love affair develops between Ted and Claire. At first Claire is devoted to nursing Ted back from near death and, when Ted starts to recover, they become physically involved (while Henri is conveniently away conducting resistance business). Julie Ormond does a passable job as Claire, but she effects a French accent that I frequently found impossible to understand. Her responses seemed a little weak at times - when informed of the hanging deaths of several town members she reacts as though she had just been told that the local grocery was out of peaches. As Ted, Bill Paxton seems just to be reciting his lines; his performance is so uninspired that it's embarrassing. A true American pilot might evidence such a flat personality, but it does not make for convincing cinema. I did not sense any chemistry between these supposed lovers.<br /><br />The most idiotic thing is the way that Ted and Claire act like lovers on holiday. Maybe sexual release from such heavy situations is understandable, but to appear totally oblivious of the gravity of the situation is hard to fathom. At first Ted is consigned to an attic room and Claire worries about his even coming into the house. But as things develop he not only comes into the house, he dances with Claire to loud music, enters the adjoining barn to have a game of baseball with a local boy, and ultimately goes on a car trip with Claire to a nearby town.<br /><br />The young boy seems to be most committed to his role, but he is undermined by the script. He has an uncanny ability to be at crucial events without being noticed. And when he delivers lines like:<br /><br />""Have you ever seen someone get hanged. They look like the're dancing, but they can't find the floor."" <br /><br />you feel that it is the screenwriter talking and not a thirteen year old boy.<br /><br />And oh, by the way, there are scenes to show that the Nazis are pretty bad guys.<br /><br />Comparing this film to the brilliant ""Ashes and Diamonds"" about the Polish resistance, or the equally stellar ""Lacombe, Lucien"" about the French resistance, one realizes what a truly dismal affair it is.",negative
"It has been said, ""a city on hill cannot hide itself"" and Virginia City, Nevada, perched on the side of Mt. Davidson at 6200 ft. west of Tahoe, is a prime example, or in the context of the movie, should be. Virginia City exploded in the American dream as a shower of gold and silver, suspiciously the same year the Civil War began. It was the birthplace of the dean of American letters; it was where a young reporter named Samuel Clemens began using the name ""Mark Twain"" and went on to become America's most famous writer. It was also the birthplace of the great Hearst fortune, and the launching pad of John Mackay, who became the wealthiest man in America, the third wealthiest man in the world. Hey, they should have made the movie about him! In the 1860's Virginia CIty was THE boomtown of all boomtowns, the home of the big bonanza, at one time the largest ""metropolitan"" area west of St. Louis and East of San Francisco. But Virginia City (the movie) misses all that and is more about a hogwash North/South duello between the characters played by Errol Flynn and Randolph Scott. Flynn is Capt. Kerry Bradford, a Union officer who is a POW in a concentration camp run by a mean Confederate commander named Capt. Vance Irby, played by Scott. These two are always getting in each other's way. Bradford escapes and then tries to stop a shipment of gold bullion being ""snuck"" out of VC by who else other than . . . Irby! ""Hey, what's he doing here!?"" Horrible. Bogart plays a laughable Mexican bandit who can't decide who's side he's on. Miriam Hopkins plays a murky character named ""Julia Hayne"", obviously a historical lunge at the town's first lady, Julia Bulette, who in real life a celebrated prostitute. She goes to Washington and talks Honest Abe about saving BRADFORD (not Irby) from hanging and blah blah blah. Go figure. They shoulda hung the writer. In ""real life"" Twain reports that on the last day of the War, the setting sun caused the American flag atop Mt. Davidson to appear to the puzzled residents to be weirdly on fire, kind of like the movie. Three days later they discovered that on that day the South capitulated. One interesting quirk in the film is how sidekicks Alan Hale and Guin Williams flick their pistols forward when they shoot, like they're fishing, or trying to make the bullets go faster. Not a bad idea for the movie. The same kind of goofiness is lathered over sap and corn throughout the movie. Gosh, how could they miss the gold madness, profligate wealth, gun battles in the silver mines, Mark Twain getting run out of town and beat up after a showdown, the crooked railroad, the Opera House fire, Artemis Ward, Bulette's huge funeral, the Chinese tongs, the black saloons, the Auction . . ? All this high on a mountain surrounded by desert? The truth was unreal. Did its fabulous wealth actually spark the great American holocaust? Well, if you count this movie, it wouldn't be the first debacle to come out of Virginia City. It's a disappointment for Virginia City fans because it misses what made the town a ""city of illusions,"" where it is said evil seeps out of the ground . . . Okay, other than that it's a fun movie. Flynn and the gang are always great no matter what history they're destroying. If Flynn would just play his rotten self I'd double my rating.",negative
"<br /><br />Whether any indictment was intended must be taken into consideration. If in the year 2000 there were still rifts of feeling between Caucasian and Afro-Americans in Georgia, such as shown in this film, obviously there remains a somewhat backward mentality among a lot of people out there. It is rather hypocritical, to say the least, if everyone adores Halle Berry, Whoopie Goldberg, Beyoncé, Noemi Campbell, Denzel Washington, Will Smith, et. al., whilst out in the backs there persist manifest racial divides.<br /><br />White grandmother suddenly gets black grand-daughter thrust upon her, only to meet up with black grandfather in a very white social backwater. The story is sweet, not lacking tragic overtones, and eminently predictable as in most of these kinds of TV films, though the final scene has you guessing............ will he? won't he.......?<br /><br />Gena Rowlands in her typical style offers a sincere rendering, and Louis Gossett is a good match for her; the little Penny Bae fortunately does not steal the show.<br /><br />A `nice' way of relaxing after Sunday lunch without having to force your mind too much, though you might just find yourself having a little siesta in the middle of it.",negative
"Luckily I did not pay to see this movie. Also, I cannot even reveal any spoilers because I willingly WALKED OUT after forty minutes of the movie. It was that bad. I laughed once, when the Yahoo! billboard fell on the guy, and the theme song came on. However, that was only because I thought it was making fun of it, but then I realized it was yet ANOTHER product placement. <br /><br />I loved the cartoon. I used to watch it almost religiously. (although i missed the last episode. I heard that they show Dr. Claw and it was nothing more than a Claw, somebody comment on the show's page) The cartoon had Penny and Brain alot more than the movie had, as to that point. I hated the setup of the whole thing, reminiscent of Robocop. Then Broderick screws with the whole feeling of Inspector Gadget. He is not nearly as clumsy as the cartoon was. Another fact is his gadgets actually work to the point I saw, except for the oil slick. He also screwed with the tone of ""Wowsers"" which used to be in an excited tone. I felt so disappointed that they slaughtered the cartoon so badly. Everybody else felt that way too. Us 14-17 year olds remember the cartoon fondly and we loved every minute of it.<br /><br />I went into the movie with an open mind, knowing that they would have screwed with the cartoon. I was taken aback at how retarded the movie was. It relied on sight gags, and stupid dialogue for humor. Disney relies on pain and physical humor to push a kids movie along. Product placement is pointless in this film, and it shows. The wise-cracking car is not that good at cracking wise. The gadgets look nice, but they were almost overly glossy. The cartoon was a better look. The silly scenes were crap. In the 40-45 minutes I watched the movie, not one laugh was heard, and they laughed at the Dudley-Do-Right preview. This movie should not be watched by people who want intelligence in their family entertainment. I highly recommend ""The Iron Giant,"" which was sad, but very very good. This movie is a travesty to the whole family drama.------------1",negative
"Airport '77 starts as a brand new luxury 747 plane is loaded up with valuable paintings & such belonging to rich businessman Philip Stevens (James Stewart) who is flying them & a bunch of VIP's to his estate in preparation of it being opened to the public as a museum, also on board is Stevens daughter Julie (Kathleen Quinlan) & her son. The luxury jetliner takes off as planned but mid-air the plane is hi-jacked by the co-pilot Chambers (Robert Foxworth) & his two accomplice's Banker (Monte Markham) & Wilson (Michael Pataki) who knock the passengers & crew out with sleeping gas, they plan to steal the valuable cargo & land on a disused plane strip on an isolated island but while making his descent Chambers almost hits an oil rig in the Ocean & loses control of the plane sending it crashing into the sea where it sinks to the bottom right bang in the middle of the Bermuda Triangle. With air in short supply, water leaking in & having flown over 200 miles off course the problems mount for the survivor's as they await help with time fast running out...<br /><br />Also known under the slightly different tile Airport 1977 this second sequel to the smash-hit disaster thriller Airport (1970) was directed by Jerry Jameson & while once again like it's predecessors I can't say Airport '77 is any sort of forgotten classic it is entertaining although not necessarily for the right reasons. Out of the three Airport films I have seen so far I actually liked this one the best, just. It has my favourite plot of the three with a nice mid-air hi-jacking & then the crashing (didn't he see the oil rig?) & sinking of the 747 (maybe the makers were trying to cross the original Airport with another popular disaster flick of the period The Poseidon Adventure (1972)) & submerged is where it stays until the end with a stark dilemma facing those trapped inside, either suffocate when the air runs out or drown as the 747 floods or if any of the doors are opened & it's a decent idea that could have made for a great little disaster flick but bad unsympathetic character's, dull dialogue, lethargic set-pieces & a real lack of danger or suspense or tension means this is a missed opportunity. While the rather sluggish plot keeps one entertained for 108 odd minutes not that much happens after the plane sinks & there's not as much urgency as I thought there should have been. Even when the Navy become involved things don't pick up that much with a few shots of huge ships & helicopters flying about but there's just something lacking here. George Kennedy as the jinxed airline worker Joe Patroni is back but only gets a couple of scenes & barely even says anything preferring to just look worried in the background.<br /><br />The home video & theatrical version of Airport '77 run 108 minutes while the US TV versions add an extra hour of footage including a new opening credits sequence, many more scenes with George Kennedy as Patroni, flashbacks to flesh out character's, longer rescue scenes & the discovery or another couple of dead bodies including the navigator. While I would like to see this extra footage I am not sure I could sit through a near three hour cut of Airport '77. As expected the film has dated badly with horrible fashions & interior design choices, I will say no more other than the toy plane model effects aren't great either. Along with the other two Airport sequels this takes pride of place in the Razzie Award's Hall of Shame although I can think of lots of worse films than this so I reckon that's a little harsh. The action scenes are a little dull unfortunately, the pace is slow & not much excitement or tension is generated which is a shame as I reckon this could have been a pretty good film if made properly.<br /><br />The production values are alright if nothing spectacular. The acting isn't great, two time Oscar winner Jack Lemmon has said since it was a mistake to star in this, one time Oscar winner James Stewart looks old & frail, also one time Oscar winner Lee Grant looks drunk while Sir Christopher Lee is given little to do & there are plenty of other familiar faces to look out for too.<br /><br />Airport '77 is the most disaster orientated of the three Airport films so far & I liked the ideas behind it even if they were a bit silly, the production & bland direction doesn't help though & a film about a sunken plane just shouldn't be this boring or lethargic. Followed by The Concorde ... Airport '79 (1979).",negative
"Saw this on TV. I'm glad I didn't go to the cinema to see this or spend the money on rental. The movie is totally predictable - from the corrupt owner and planner, to the snaking electric cables. The plot is really weak and unbelievable - the avalanche expert guy gets hit by a 20 foot wave of bone breaking avalanche (using actual footage) and all he has to do is get up and shake himself down. The avalanche thunders down at a million miles an hour and stops dead at the side of the road.<br /><br />Some of the actual avalanche material is impressive and shows its devastating power. But the contract between the real avalanche and the staged stuff makes this film look even flimsier.<br /><br />Do yourself a favour, don't bother with this one not even on T.V.",negative
"For producer David O. Selznick, no one director would ever do. Hence, on ""A Farewell to Arms"" (1957) we get two  Charles Vidor and John Huston. Though both men were quite accomplished in their own right, neither could make head or tail of this disastrous remake of Hemmingway's magnum opus. Hemmingway in general has never translated well from book to screen. But under Selznick's zeal to transform it into his next 'Gone With The Wind' the excursion is both punishing and exhaustive. At this point in Selznick's career, he was no longer the titan who could take ""box office poison"" and transform it into Gone With The Wind. Tired, frail, minus his studio, and, with an impending sense that his second marriage to Jennifer Jones might have been a mistake, Selznick handed the creative reigns of this flick over to Fox Studios  but he kept enough of himself in it to become a damn nuisance on the set.<br /><br />By now one is, or should be familiar with the bittersweet tragic love story of a nurse, Catharine Barkley (Jennifer Jones) and her soldier hero, Lt. Frederick Henry (Rock Hudson). Their passion is supposed to serve as the stabilizing force for what is essentially a war correspondent's tale with romanticism thrown in for good measure. But the chemistry between Hudson and Jones is both turgid and dull. In the final reel, Jones' facial contortions during child birth are so bad I am surprised that neither director opted to cut them from the general release. Part of the problem with Jones is that at thirty-eight she's far too wise to play the optimistic Catharine with any great conviction. Yet, older actresses have frequently managed to make an audience forget discrepancies in age. Not so with Jones. One is painfully aware that she doesn't fit the bill in either acting chops or years invested on this planet. Hudson's laconic charm is hopelessly out of touch with to stoicism of an army soldier whose heart is broken but head remains strong. The supporting cast is peppered with such luminaries as Vittorio De Sica and Mercedes McCambridge, but these are wasted bits of nonsense that in no way reflect upon the formidable talents of either actor and best made evident elsewhere in their canons of film making.<br /><br />The anamorphic picture element for ""A Farewell to Arms"" looks good enough, though there's just a bit too much film grain present in certain scenes for this reviewer's liking. Overall, colors are subtle and muted, though balanced in accordance with the DeLuxe color processing employed at this time. Some fading is evident. Flesh tones don't appear very natural. Contrast levels are a tad weak. Blacks are generally solid. Whites are almost clean. There's not much to recommend this film sonically. It's essentially a wordy picture with gun shots as a backdrop. There are no extras.",negative
"You would have thought, given how much this overblown pile of rubbish must have cost, that the budget could have stretched to a decent scriptwriter. Instead, they seemed to have opted for a bog standard Hollywood 'Paint by Numbers' disaster movie plot and dialog. The only cliché they seem to have missed was the Cute Kid. But every other one is there. There's the sullen hero, flung together by fate with both his ex wife and estranged father. There's the doting Dad and the rebellious teenager.There's the 'Professor that everyone thought was wrong until it turned out he wasn't'(Played appallingly by the normally excellent Tom Courtney seemingly in the grip of some powerful drugs), plus the comic duo wandering about in the deserted underground railway.<br /><br />I sat down to watch this full of anticipation. The cast is, as noted, amazing. Yet within minutes it became clear how bad this was going to be. Stuff this useless should come with a warning. Something along the lines of;<br /><br />'This film may have been made in Britain but was aimed at the American market. It therefore contains tired clichés, stock characters, stilted dialogue and a plot so lame brained and simplistic that even George W Bush could understand it.'<br /><br />Avoid.",negative
"I don't mind some adult humor, but this feature was just downright dirty. The first 10 minutes consisted of Pryor swearing at some guy taking pictures, followed my even more profanities. I don't know what happened between that time the the last 5 minutes because I walked out. After seeing this I never looked at Richard Pryor the same way again. And to think that he actually went on to host a childrens' show.<br /><br />If profanity and tasteless, unfunny dirty jokes make you laugh, then you'll probably enjoy this. But if you're an ""old-fashioned"" type, then don't bother.",negative
"Based on the true story of two young Americans who sold national secrets to the Soviet Union in the height of the Cold War, ""Falcon And The Snowman"" wants to be both suspenseful and philosophical, and winds up falling short in both departments. It's less le Carré than who cares.<br /><br />Timothy Hutton stars as Christopher Boyce, a former seminarian who, disgusted by Watergate and the middle-class values around him, is probably the wrong guy to be hired by a company running spy satellites for the CIA. Sean Penn plays his drug-dealing pal, Daulton Lee, who makes himself Boyce's courier, delivering secret files to the Soviet embassy in Mexico City. An offbeat synth-jazz score, lack of sympathy or emotional attachment for anyone, and lots of scenes of guys getting angry in rooms all combine to deaden what could have a decent moral-dilemma thriller.<br /><br />It's really Penn's movie despite the second billing; his character gets to talk turkey with the Russians while Hutton plays with his pet falcon. Hutton looks like they woke him up five minutes before they called ""action"". With Penn, it's a crapshoot whether you get a brilliant performance or an over-the-top one. Here, it's a bit of both, but more the latter, especially in the second half when Lee switches from coke to heroin. He screeches. He snorts. He crashes Russian embassy parties. He gets pummeled with telephone books. He spits at himself in a mirror, a big goober he must have been saving for a paparazzi. ""I don't know who my friends are anymore!"" he cries out. It's exhausting to just watch him.<br /><br />Penn seems to have modeled Lee somewhat on Dustin Hoffman's Ratso Rizzo from ""Midnight Cowboy"", complete with overly nasal line readings and constant eye shifting. John Schlesinger directed this film as well as ""Midnight Cowboy"", but he seems to have had another Hoffman film in mind, ""The Graduate"", throwing up scene after scene of Boyce and Lee poolside, trying to decide how to live their lives in their gilded cage. Too bad no one suggested plastics.<br /><br />From the opening shots, news footage of American decline juxtaposed with Boyce and his bird, ""Falcon"" makes clear it is a message movie, though the message itself is far from clear, probably because the characters never come into focus. Is Boyce supposed to be an idealist? Or is he just a mercenary? Hutton and Schlesinger don't seem to know, which makes it harder for us. Meanwhile, opportunities to establish some suspense, like Boyce stealing documents from the top secret ""Black Vault"" where he works or Lee playing games with the Russians, are interrupted by jump cuts to scenes of the pair with their families and friends. It's the normalcy of the story that Schlesinger finds interesting, but it's the least interesting aspect for us.<br /><br />Good stuff: It's interesting to see a film that works the 1970s vibe so early as this one, referencing Maria Muldaur and Tang. Dorian Harewood, memorable in ""Full Metal Jacket"", has a nice turn as Boyce's paranoid colleague Gene, who shows Boyce how to make margaritas with a shredder but has some serious 'Nam issues beneath his partying exterior. Macon McCalman is also fine in a totally different way as the no-nonsense boss who gives Boyce his high-security job. David Suchet as the Russian embassy official who deals with Lee makes for a fascinating blend of menace and amiability.<br /><br />But ""Falcon And The Snowman"" stands or falls on the the question of the two title characters, and neither the actors nor Schlesinger are able to mine much in the way of answers. Worse, after more than two hours in their alternately feral and catatonic company, you don't really want answers. You just want those credits to roll.",negative
"I just read a review defending this film because it had a low budget, now my take on things.<br /><br />The CGI monsters was reasonable well animated but was implemented in the worst possible way. The fight scenes weren't even fights it was just one shot of an actor then one shot of monster with very interaction at all. When the monster did interact it looked like it was done in paintshop pro. In my opinion if you have a low budget you should use models and puppets. They may not look as fancy but at least they interact, just look at Peter Jacksons early films.<br /><br />As for the acting Beowulf did an descent job but the rest of the cast were either not trying or they forgot where they where.<br /><br />The script seemed confused to me. One minute they would be talking as if it were a modern day setting the next you get drama club Shakespeare speech. I'm not say it should be all 'ye' and 'that it be' but you need to find a cohesive balance so the lines sound like they come from the same person.<br /><br />I did notice one part near the start when Beowulf was quoting the old testament which would have been find had he not spent the rest of the films talking about the gods and portents.<br /><br />In short, this film is a very slightly polished turd, but a turn none the less.",negative
"Okay, so I get it. We're supposed to be horrified. The idea has been planted. A girl is doing her dad and taking photos of it. Call me over the shock-rock genre but I call for the explicit detailing of an act before I can fall for this. But don't expect me to watch a soft-porn and become horrified that she is 'doing her father'...I mean hasn't that convention become a bit abused in the adult film industry already infiltrated with 'rape, and molestation' porn...Horror isn't what your mind can fool you into believing. It is what actually exists in film. This is where Miike fails in Visitor Q. Extremism becomes mild when it becomes a choose your own adventure.",negative
"The plot was quite interesting, with the Russian revolution background. I also enjoyed seeing Budapest as the movie was partly filmed there. Sadly, there was zero chemistry between the 2 main characters so it was hard to believe the love story between them. The love scenes were forced and mechanical. Jordan kirckland was really stiff, almost icy. Rob Stewart was quite charming and boyish, so she looked like his older sister rather than his girlfriend. The ending, when we finally figure out who was actually after them, was quite weak and made no sense whatsoever. I think I would have enjoyed this movie a lot better if the relationship between the 2 actors was slightly more credible.",negative
"OK... so... I really like Kris Kristofferson and his usual easy going delivery of lines in his movies. Age has helped him with his soft spoken low energy style and he will steal a scene effortlessly. But, Disappearance is his misstep. Holy Moly, this was a bad movie! <br /><br />I must give kudos to the cinematography and and the actors, including Kris, for trying their darndest to make sense from this goofy, confusing story! None of it made sense and Kris probably didn't understand it either and he was just going through the motions hoping someone would come up to him and tell him what it was all about! <br /><br />I don't care that everyone on this movie was doing out of love for the project, or some such nonsense... I've seen low budget movies that had a plot for goodness sake! This had none, zilcho, nada, zippo, empty of reason... a complete waste of good talent, scenery and celluloid! <br /><br />I rented this piece of garbage for a buck, and I want my money back! I want my 2 hours back I invested on this Grade F waste of my time! Don't watch this movie, or waste 1 minute of your valuable time while passing through a room where it's playing or even open up the case that is holding the DVD! Believe me, you'll thank me for the advice!",negative
"I gave Timecop a perfect 10, I gave this 1<br /><br />It's story is very boring, and it has only little to do with the original Timecop. Lots of things from Timecop was scrapped, and they put in new stupid stuff instead. This story is taking place in 2060 (if I remember correctly), but for some reason the timetraveling is now more dangerous :confused:<br /><br />And the action scenes are nothing to be happy about, well most of them aren't... only the first one is great... and there aren't many action scenes at all, and they're all pretty short<br /><br />At one point in the story, the main character travels through time about 5 times within a few minutes... no wait, make that two times...<br /><br />In short: Don't waste time watching this movie, it's not worth it",negative
"Perhaps if only to laugh at the way my favorite of Jane Austen's works has been portrayed. Perhaps I am too severe on this adaptation, but I'm afraid I am biased to the A&E version. I have a hard time imagining Mr. Darcy portrayed by anyone other than Colin Firth.<br /><br />The characters seemed shallow, and often dialogue forced. Lizzy seemed to lack the real feeling that is so evident in the book. Her fancy for Wickham was overplayed, and then her sudden like for Darcy was not believable.<br /><br />Darcy was portrayed tolerably well, I will grant him. He managed to maintain the aloofness that is required, but I felt he did not project the feeling and inner struggle that makes his character so delightful, especially in the proposal scene.<br /><br />Mr. and Mrs. Bennet were also played well, but seemed lacking in many ways. The mean temper of Mrs. Bennet was not completely captured in her performance.<br /><br />Mr. Collins' was a good portrayal. Very much in line with the book.<br /><br />I will refrain from commenting on Lady Catherine except to say that she is possibly the worst portrayal in the entire film.<br /><br />Other problems I saw were the few liberties they took with the order of events such as Darcy being present at the first meeting with Lady C., and also that Miss Lucas and Sir William did not join Lizzy on her visit to the Collins'.<br /><br />The choreography was dreadful during the dancing scenes. The scene where Lizzy and Darcy dance loses much of its intensity because one cannot get past the feeling that they look akward on the ballroom floor. At least this BBC version left out the dialogue between Lizzy, Darcy and Sir William when he commends the two on their dancing, as they performed very ill indeed.<br /><br />There were occasional moments that it kept me interested, but overall I find this version to be a disappointment. I would not advise this film unless you're like me, and you are excessively diverted by such follies.<br /><br />",negative
