,review,sentiment
30322,"This TV-made thriller is all talk, little action. It works hard to set up its convoluted plot, yet the writing is so muddled the exposition is still cloudy at best. By the end, I knew no more about these characters than I did at the beginning. It has a quasi-""Ten Little Indians"" scenario, but ditches it mid-way through in favor of spotlighting Sally Field and her uncovering of a killer. Field overacts here with a gracelessness I've seldom seen from her. The early introductions are good, but the writing quickly strays off-course and eventually goes over the top. Lots of hysteria, and constant thunder and lightning effects (which adds nothing). A curious failure from producers Aaron Spelling & Leonard Goldberg. With all this talent, couldn't they give us something more than a script full of red herrings and Sally Field hiding in a closet?",negative
39904,"This movie is such a waste of talented people and Hollywood budget. It made me think everyone in the movie was paying off a favor by being in it because they were all out of place and wasted talent in this horrible trash pile of a film. It's a contrived plot that is just pathetic, unrealistic and not even close to fun or interesting. The only thing that kept my interest was the numerous big names in the movie that kept popping up for no apparent reason and who had no acting or good lines to contribute to the mess of a film. I kept expecting it to have some good stuff since all of these people had been cool in other films. But it never came through. This film should be shown in prison as punishment, but that would be cruel and unusual. You will be shocked to see so many recognizable faces parading around such a horrible pathetic script with flat lines and horrifically bad acting. This movie reminded me of another complete waste of time with lots of recognizable faces BIG TROUBLE (2002), which also went off the readable scale on the suck-o-meter.",negative
36746,"This movie is a great example of how even some very funny jokes can go terribly wrong. i really expected at least something from this movie after seeing the add which was funny as hell but the movie wasn't half as good.<br /><br />The weird part is that the jokes are actually funny, the spoofs of the smoking ban, Jo Bole... etc. are genuinely good jokes but i don't know whom to blame this movie flop on.<br /><br />The prime candidates may be:- 1) The hammers ( actors) and hammeresses (actresses) and not even the funny kind 2) The director 3)The guy who cast the actors and/or the director Anyway if you are really really bored and i mean really see this movie, or else get a copy of each and every ad or teaser of this movie and laugh your butt of because those will be far funnier than the film.<br /><br />p.s the only saving grace of this film is mahesh manjrekar and the funny chappu bhai",negative
8959,"I don't think I'm spoiling anyone's experience of this film by telling you not to see it if you have anything better to do, like clean under the stove. It gets dirty under there and you've gotta clean it sometime. <br /><br />I think the movie suffers from a lack of sex and violence, though there is one car chase stunt that looks so dangerous it could only have been filmed in a country where life is cheaper than beer. ""Gargoyle""'s heart is in the right place, but its aspirations are conservative. It is at least not pretentious. But I had a great time acting in it, playing the perennial idiot in the horror movie who says ""What's down this hole?"" and dies for his hubris. Plus I got to meet Michael Pare. Every film junkie should work with a B-movie staple at least once before death. And Romanians are the loveliest people I've met. Literally the loveliest. Walk down the street in Bucarest: if 7 of every 10 women aren't absolutely beautiful, you're walking down a street I didn't come across; and be consoled by the fact that at least 5 of the 10 are available for drinks.<br /><br />Part of the film was shot in Casa Radio, an abandoned, unfinished Classic Communist Bloc-cum-Georgian Nightmare edifice originally intended to house KGB propaganda ministries, i.e. Radio Not-so-Free Europe. The building's five stories tall and takes up a city block; best of all, while its facade radiates Big Brotheresque state solidity, it resides near the city center like a post-apocalyptic ruin in a jungle of burdock and hemp peopled by dozens of Gypsies and scores of wild dogs. Construction on Casa Radio was suspended when Caucescu and his wife were executed on TV in 1989, and still there are gaping holes that drop from the sun-baked top floor (offering surreal vistas of a modern quarter-mile stretch of concrete roof, decorated with jutting rebar and old car parts, overlooking a crumbling ancient city) all the way down to the damp, creepy sub-basement (which doubles in the film for the Gargoyle lair.) No American-style guardrails or warning signs for Bucarest. <br /><br />Since the demise of the Soviet Union, Casa Radio has hosted several non-union film shoots, including ""Highlander III"". It is attractive to producers because it's a cheap location, massive in terms of scale and available space, bizarre looking, and free of insurance headaches as it's still state property. Plus no one complains if you don't clean up after your production: anything left onsite is interpolated into the resident Gypsies' construction of their shanty town in this actual urban jungle. <br /><br />An assistant director was bitten bloody by a wild dog during the shoot of ""Gargoyle"". The apples provided by catering were pressed into service by cast and crew as projectiles in order to keep the prowling dogs at bay. I too was bitten by wild dogs in Bucarest, once in a bar (!) and once in a city park. I also survived two car wrecks in two weeks, both in taxis and neither of which was seen by the drivers involved as grounds for stopping the cars.<br /><br />GEEK NOTE: The Sci-Fi Network or Channel or whatever was one of the backers of this film (the smaller the budget, the more producers on set), so it's a little weird that nobody had a problem with the original title, ""Gargoyles"", until it was almost time to show it on the network, even though Sci-Fi already had an unrelated series of that name. The title was changed sometime relatively close to release, as I have a color-corrected copy labeled with the former title.",negative
47823,"This is the most pitiful excuse for a comedy show I've ever seen. I'm confounded that this guy was given his own show. It smells of complete and utter desperation on the part of comedy central, trying to fill the void left by the talented and incomparable Dave Chapelle. He's a tip from Ned's bag of comedy gold: Is a punchline not funny? Need to give it that extra push into hilarity? F***ING YELL IT AT THE TOP OF YOUR LUNGS. Simple, no? And as an added bonus....finish half your jokes with...THEN YOU'RE RE-TAH-DED!! or DUH-DU-DUUUUHHHH! Oh man. So....funny. Beaner...hilarious. Wetback....does the laughter ever stop?<br /><br />To illustrate my point in a more cerebral way, i'll cite an example. Mencia jokes about how ""retarded"" it is to rebuild new orleans, because it's so close to the water. Genius. The line of distinction between a great comedian and a hack has never been drawn so clearly. While a good comedian would find hidden humor in the tragedy, finding subtle ways of weaving a joke into something that we can all laugh at and take solace in, Ned goes for the obvious. Move the city. Great. Wait, is that funny? Ned doesn't have the intellectual capacity to find the deepest meaning of things. The hurricane didn't flood the city, ned. The levee project was underfunded and in serious need of federal dollars...and behold! They broke. I guess that's God's way of telling us we shouldn't be there. After all, he's got a seat in congress. What a fool.<br /><br />Chapelle was a master of turning a tired racial comedic spin on its head. He was effortless at it, and at all points, we were laughing with him. While mencia talks about black people not being able to swim *yawn,* Chapelle took it 300 yards further with the black and blind white supremesist. You don't have to be scathing to be edgy. You have to be original. <br /><br />Mencia and his legions of fans are like that closeted gay dude who laughs all too emphatically at gay jokes, thinking it somehow masks his own insecurities. Except of course, with Ned, he's laughing all too emphatically at the ""retards."" Du-du-duuuuh.",negative
35885,"""Prom Night"" is a title-only remake of the 1980 slasher flick that starred Jamie Lee Curtis and Leslie Nielsen. This movie takes place in an Oregon town, where Donna (Brittany Snow) is about to go to her senior prom and let herself have some fun after going through some extremely traumatic events in the past few years. She and her friends arrive at the prom, which is taking place in a grand hotel, and try and enjoy what is supposed to be the most fun night of their lives. Little does anyone know, a man from Donna's past, who has haunted her for years, is also at the prom... and is willing to kill anyone in way of his pursuit of her.<br /><br />I'm a fan of the original ""Prom Night"", so I tried to maintain a little hope in this movie, but I have to admit I was quite disappointed. ""Prom Night"" suffers from the worst affliction a horror movie could have, and that is predictability. There are absolutely no surprises here, and I felt I had seen everything in this movie done dozens of times, often better, before. What does this equate to for the audience? Boredom. Unless of course you have never seen any horror movies, or are part of the pre-teen crowd, but the majority of the audience will most likely be able to guess nearly everything that is going to happen. The plot is simplistic, but the entire script is void of any type of surprise, twist, atmosphere, or anything, and this really, really hurts the movie because it never really gives the audience anything to sink their teeth into. It all just seemed very bland.<br /><br />A lot of people seem to complain with the fact that this is a PG-13 slasher movie as well, and I understand what they are saying, but I don't think it's impossible to make a good slasher movie with minimal gore. Take Carpenter's ""Halloween"" for example - little to no on screen violence, but still an extremely frightening and effective movie. You don't need gore to make a film scary, but even had ""Prom Night"" been gratuitously violent (which it is not, it is very tame), it still would have added little to the movie because there is not much in the script to build on to begin with. The tension and suspense here is mild at best, and I spent most of the movie predicting the outcome of situations, and was correct about 99% of the time. Our characters aren't well written enough either for the audience to make any connection to them, and their by-the-numbers demises are routine and careless.<br /><br />I will point out a few things I did like about this movie, though, because it wasn't completely useless - the cinematography is really nice, and everything was very well-filmed and fairly stylish. Among the ""jump"" scares (that are for the most part very predictable), there were a few that were kind of clever. The sets for the movie are nice too and the hotel is a neat place for the plot to unfold, however predictable the unfolding may be. As for the acting, it's mediocre at best. Brittany Snow plays the lead decently, but really the rest of the cast doesn't show off much talent. Johnathan Schaech plays the villain, and is probably the most experienced performer here, but even he isn't that impressive. However, I did like the character he played, which was a nice change from the typical 'masked-stalker' type killer we see a lot. As far as the ending goes, the last fifteen minutes of the film had me bored to my wit's end and it was very anti-climactic.<br /><br />Overall, ""Prom Night"" was a disappointment. Everything was very by-the-numbers, routine, and predictable, which is somewhat upsetting considering this had the potential to be a decent slasher movie. There were a few neat moments, but the movie lacked any suspense or atmosphere, and had little plot development, nor believable characters. I'd advise seasoned horror fans to save their money and wait till it's out on video, or rent the original instead, because there are absolutely no surprises here. Some may find a little entertainment in it, but it was far too predictable for my tastes. I expected better, and left the theater very disappointed. 3/10.",negative
30828,"This is by far the most vapid, idiotic, insanely stupid show that has EVER been on the air, and this is coming from someone who remembers ""San Pedro Beach Bums"".<br /><br />My wife loves watching reality shows--and there was one episode of this drivel where the wannabes had to develop a ""walk"". The end result was straight out of Monty Python's ""Ministry of Silly Walks"" sketch. I couldn't laugh hard enough.<br /><br />And then there's the ubiquitous Ms. Banks (as in laughing all the way to the...). She has to be the most annoying self-important woman on TV since Rosie O'Donnell left ""The View"". As if modeling was doing great things for mankind. Please. I've never found her attractive, and I don't find her intelligent now that she has the temerity to open her mouth.<br /><br />Someone needs to tell these human clothes hangers to eat a healthy diet and actually look like real women.",negative
42416,"I went to see this film with low expectations, but hoping to be charmed by seeing my home town on film. Sadly, that's about all I got. The story covers familiar territory (the high school reunion), but the plot is convoluted and supernatural element adds little to this well-worn theme. Though the quality of the acting was good overall, the content of the film was appalling. The sexism of the film was blatant--women are apparently unfulfilled unless they are married, procreating or both (though this was couched as a post-feminist choice ). Worse still was the racism--the shrill Jewish mother, the black man who still lives at home-- and gratuitous cruelty (tormenting the class geek). We should be ashamed if these characters are thought to represent the inhabitants of the city of Kalamazoo, and the writers should be abashed at having brought such broad and cruel stereotypes to the screen.",negative
39201,"THANK GOD YOU'RE HERE is painful, positively painful. The title is apt, in a sense, if aimed at the large studio audience paid to laugh like they were watching the second coming of the Marx Brothers. And trust me, they are paid.<br /><br />As creatively barren as the entertainment industry has become, I refuse to believe that NBC brass really have faith in this turkey. Rather, I think THANK GOD YOU'RE HERE is what all of you get who didn't watch, or didn't appreciate STUDIO 60, which previously graced the peacock network's Monday night lineup. You want to turn your nose up at caviar, fine. Here's some lovely Alpo direct from Menu Foods for you to slop around in.",negative
46418,"Very rarely do I give less rave reviews on a show or film I dislike on IMDb, but Mighty Morphin Power Rangers is just so painstakingly dreadful, it's terrible.<br /><br />I wouldn't have minded if this had been an animated series- would've been better that way I guess, but as a live-action show, it typifies the terms 'cheesy' and 'campy'. Of which Power Rangers is. Five multi- coloured, spandex wearing teens battle evil by using their martial arts skills. The costumes are horrid- they look like something that is reminiscent of what track and field athletes and female gymnasts would wear. The acting is woeful, and the fight choreography is so shockingly bad and so lame to watch, it makes Jean- Claude Van Damme, look as equally as good as Bruce Lee, which is an understatement in itself. In fact, they look as if they are jumping and dancing about; like it was some version of the 'Nutcracker', or they were doing ballet, rather than fighting. Besides, there are some cartoons that heavily feature martial arts and yet it is done in a fun-yet not so cheesy way that makes it look silly.<br /><br />Kids show or not, this is just so lame and on the verge of absurdity. And even though this version is set in America, you could be forgiven into thinking that as you watch some of the fight sequences that they were not filmed in the US, but rather in Japan; thus the somewhat 'fake' fighting and footage was borrowed from the Japanese version-only to be juxtaposed onto the US version.<br /><br />If you like this type of thing, then stick with Sentai- the Japanese equivalent.",negative
3247,"The soul of an ancient mummy is transferred to one of his followers so that he might punish everyone involved in the desecration of his tomb. The soul transference makes the young man age at a tremendous pace until he himself resembles a mummy. One by one, the blood is drained from those involved in the dig.<br /><br />To be as brief as possible, Pharaoh's Curse is quite the lackluster affair. While the movie does present a few good, original ideas (blood sucking mummy's, soul transference, interesting make-up effects, the arm ripping scene, etc.) and a few atmospheric moments, the direction and pace are the very definition of plodding. To make matters even worse, the first 15 of the film's relatively short 66 minute runtime consist of nothing much more than padding. I usually go for these slow moving mummy movies, but Pharaoh's Curse tests even my patients. The cast helps very little. With only one exception (Ziva Rodann is the lone bright spot  wish the movie could have focused more on her mysterious character), the cast is as dull as the screenplay. Finally, I don't know whose idea it was to put the mummy-looking servant in what appears to be pajamas, but it's a laughable, ridiculous look for a creature that supposed to instill fear in the audience.<br /><br />Despite my mostly negative comments on the Pharaoh's Curse, I'm going to rate it a 4/10. Not a good rating to be sure, but generous given all the problems I have with the movie.",negative
4519,"This is a weak sequel: it lacks the interest and light touch of the magnificent ""Man Called Horse"" in nearly every aspect and when compared to each other they hardly seem to be the same genre.<br /><br />The Return is almost a parody of the first and tries to evoke different Indian ceremonies but comes across as trying way too hard to bottle the magic of the first. In this film the tribe is lost and abandoned, having lost their homelands, modern life has encroached on paradise and they are living in abject misery and poverty. Perhaps this is the point: the first film took us to a place where we would want to be, a simpler time. This takes us to broken Indians in a miserable world and the White Man is the hero and savior which rather negates the whole idea of the film.<br /><br />The beauty of the first lay in the fact that the white man learnt and discovered that real civilization lies in values rather than western materialism. In the second film this is all but lacking and so we end up with a weak film.<br /><br />A huge disappointment.",negative
18196,"Hmmmmmmm - cheerleader massacre. Let me think - high school girls get sliced up, except the cute one survives. Got it. Next movie.<br /><br />I was actually surprised this one was made in 2003. I really thought they quit making these movies in the 80's. This was truly your run of the mill slasher movie with teenage eye candy, dumb male horn dogs, even dumber male adult, and hot teacher. It continues on the list of dark and stormy night and abandoned cabin in the woods. We have seen it all before.<br /><br />However this one had a few interesting plot twists that places it above the normal me-too slashers, so if you have got a few brain cells to fry and 2 hours to kill - you could do worse.",negative
6108,"this was the most pointless film i have ever seen as there was no plot and the actors did not seem to care. 90% of the film had absolutely no plot whatsoever, i laughed so much my ribs began to ache. the bit where the old men when to capture Robert Duvall was ludicrous. on a directorial level making a noir film does not involve lots of raining sequences and pointless closeups on the main character. this is a failed attempt to create a noir thriller and instead alienates the viewer with incoherent scenes. seeing as this was based on a 'manuscript' by john Grisham i do not count this as one of his book to film adaptations as it displays none of the suspense and engaging storyline as films such as 'the firm' or 'the rainmaker'.",negative
26873,"I would have given this movie a 1, but I laughed so hard, so many times, that I had to give it a little credit, in the off off off off chance the film was Supposed to be funny. A movie so bad you'll think chimps wrote it. You'll wish chimps had written it. Dialogue so canned that only it and the cockroaches will survive the coming nuclear holocaust. The movie Exaggerates its awfulness by intersplicing scenes from the Original Carrie (a really good film) into scenes from this one. Like intersplicing scenes from Taxi Driver into Baby Geniuses. Do not rent it alone, as you will NOT enjoy the experience. You will need someone next to you to confirm the badness of what you are viewing. Worst actress of the Millenium goes to poor poor Amy Irving as the stone-faced, monotone, disastrously wooden school counselor. Worst movie of the year so far (see also _Arlington Road_). --FRINK-3",negative
4787,"The sight of Kareena Kapoor in a two-piece bikini is about the only thing that wakes you up from your sleep while watching Tashan  the mega-disappointing, mind-numbing new film at the cinemas this weekend. Bad films are bad films and we see some every week, but Tashan is not just a bad film, it's a terrible film. Terrible because it takes its audience for granted, terrible also because the filmmakers expect to get away without a plot or any common sense only because they've got big movie stars onboard.Written and directed by Vijay Krishna Acharya, Tashan is what you'd describe as a road movie, but one that's going in all the wrong directions. Saif Ali Khan stars as Jimmy Cliff, a call-centre executive who's hired to teach English to Bhaiyyaji - that's Anil Kapoor playing an ambitious UP gangster, desperate to go cool. Jimmy's got his eye on Pooja, the gangster's pretty young assistant (played by Kareena Kapoor), who uses Jimmy to swindle her boss of 25 crore rupees. Determined to recover his money and also to punish both Jimmy and Pooja, Bhaiyyaji recruits his most trusted henchman to do the job. So you have Akshay Kumar as Bachchan Pandey, the gangster's faithful aide from Kanpur, who tracks down the culprits and recovers the stolen money that's hidden across the length and breadth of the country.Much like those bad eighties potboilers, Tashan too is held together by a threadbare script centred on a vendetta plot. But the treatment's so over-the-top, so indulgent that it fails to establish any connect. Instead of a coherent screenplay or a traditional three-act structure, you get a handful of set pieces around which most of the scenes are loosely constructed. That garish item song in the desert, the bullet-dodging action scene at a Rajasthani fort, Kareeena's bikini moment, even that ridiculous climatic action scene complete with shaolin monks, a water scooter zipping through a dirty naala, and believe it or not, even a Dhanno-style horse-driven tonga. In all fairness, not all these set pieces are badly done - the item song in the desert is quite neat actually - but very little of it makes any sense in the larger picture, because you're just going from one piece to another without any help from the script really. Little do you expect in a seemingly fast-paced road movie, to find a sickeningly sentimental flashback track about childhood sweethearts.You see the problem with Tashan is nobody associated with this film knew what film they were making. What's more, I don't think they cared either - the film reeks of arrogance. Arbitrarily packing in elements of every genre without actually bothering to stop and see if the mix does work, Tashan is like an overcooked stew.There are films that kill you softly, and then there's Tashan, a film that kills you with excess. Packaged snazzily with glossy-finish camera-work, exotic locations and fancy costumes, every frame of the film probably cost lakhs to put together, but it still feels like a hollow piece in the end because the story doesn't hold. Borrowing narrative from Tarantino and style from Stephen Chow doesn't help either because they don't blend with the film's wafer-thin plot. One may have complained a little less if the characters were more engaging, but Anil Kapoor's grating Hinglish dialogue makes you want to slit your wrists, and Saif Ali Khan fumbles through the film foolishly, unable to find his feet. Kareena Kapoor, meanwhile, queen of over-the-top delivery, does a decent job. But of course, if Tashan is salvaged to some extent, it's thanks to Akshay Kumar's irresistible presence and his spontaneous approach to the character. You cringe when he's cupping his crotch repeatedly, and you scowl when he delivers those double-meaning dialogues, but not for a moment can you take your eyes off the screen when he's up there.Despite some good music from Vishal-Shekhar, the songs seem like they're only prolonging your misery. Well that's because Tashan is a test of your patience. In case you didn't know, Tashan means style. I'm sorry to say, this film has none.",negative
10197,"Holy cow, what a piece of sh*t this movie is. I didn't how these filmmakers could take a 250 word book and turn it into a movie. I guess they didn't know either! I don't remember any farting or belching in the book, do you?<br /><br />They took this all times childrens classic, added some farting, belching and sexual inuindo, and prostituted it into a KAKA joke. This should give you a good idea of what these hollywood producers think like. I have to say, visually it was interesting, but the brilliant visual story is ruined by toilet humor (if you even think that kind of thing is funny) I DON'T want the kids that I know to think it is.<br /><br />Don't take your kids to see, don't rent the DVD. I hope the ghost of Doctor Suess ghost comes and haunts the people that made this movie.",negative
20531,This was one of the worst movies I have ever seen! The only advantage seeing this movie is that the next movie can't possibly be worse. It's childish as hell (but Children aren't allowed),negative
42461,"I endured this film just to satisfy my curiosity. It has to be one of the worst films I have ever sat through. I am amazed that this film currently has a 7.5 star rating. The acting is awful, script is non existent and the characters are so predictable and hollow. For a funny film I cannot remember even snickering once and fail to see how it could be defined as a comedy. Do yourself a favour and stay well away from this dross and check out some more worthy alternatives that would give you far greater pleasure. Check out films like the holiday or 27 dresses, these movies would offer a far more satisfying cinema experience. I sincerely hope more educated film goers vote negatively for this film, in the manner it genuinely deserves there bye giving it a more realistic rating that other film buffs could base their judgement upon. Come on folks let's be fair to everyone concerned and give those involved with this film a true reflection on what it is they have produced - an extremely mediocre picture that deserves to be forgotten very quickly.",negative
45214,"As a CA resident, I'd like to see the jackholes who were shutting down the electricity plants to raise the prices get some jail time too. <br /><br />I thought the movie was pretty good and has some very informative pieces. While they stuck to how Enron rose and crashed, I found it really interesting. However, when the movie focused on it's anti-Bush slant, it made me wonder if they were really being accurate. <br /><br />It's fine to point out any connection the Republicans had to Enron, but the monster was created while Clinton was president. The CA energy crisis happened under Davis's watch. Both were in office during Enron's abuses, but neither are held accountable in any way. Rather, many minutes are spent on how Bush was friends with Lay. So what? Lay played golf with Clinton and spent the night in the Lincoln bedroom. Why are Democrats given such a free pass in this film? I think most politicians are a waste of our taxpayer money so I'm not partial to either party but I hate feeling like I'm subject to someone's political agenda when I watch a documentary. Yes, politicians deserve some blame, but I really doubt that the only guilty one's have Rs after their names. I found no value in portraying the Bush's as Kay-lovers when Democrats received just as much Enron campaign money as Republicans did. Like I said, it weakens the rest of the film for me because it makes me suspicious of the rest of the facts they lay out.",negative
23314,"""Return of the Seven"" has a few good action scenes, and Elmer Bernstein's score is as rousing as ever. Nevertheless, it's a boring film, because it simply fails to involve us emotionally. Mcqueen's absence makes a really bad impression, and the fact that his character here is played by a different (little-known) actor is odd - in a bad way. The characters are not developed, so we don't connect with them - and we hardly care when some of them die. This sequel is a passable but poor imitation of the original.",negative
40764,"Having spent all of her money caring for her terminally ill spouse, recently widowed Karen Tunny (Lori Heuring) moves with her two daughters Sarah (Scout Taylor-Compton) and Emma (Chloe Moretz) to her late husband's run-down family home in rural Pennsylvania, where local legends speak of zombies who roam the woods at night.<br /><br />Just seeing the names of this film's writer and director in the opening credits was enough to send shivers up my spine: Boaz Davidson is the 'genius' responsible for penning the scripts for such STV titles as Octopus 1 & 2, Spiders and Crocodile, whilst J.S. Cardone gave us the godawful 'video nasty' The Slayer and dull vampire flick The Forsaken. With such dubious talent responsible, I didn't expect much from Wicked Little things.<br /><br />And having just finished the film, I'm glad I kept my expectations low.<br /><br />Although the movie looks good at times, with lovely use of the eerie woodland locale, and the cast give reasonable performances given the clichéd drivel that they are working with, the plot is so laboured, poorly written, and derivative that it's impossible to be enthusiastic about. Most importantly, perhaps, the film's killers, undead children who rise each night from the mine in which they died, aren't in the least bit scary, a smudge of makeup, black contacts and some crappy joke shop scars doing very little to add to the sense of menace. Scout Taylor-Compton and company do their best to look afraid of the tiny terrors, screaming convincingly with every confrontation, but their admirable attempts to instill a sense of fear in the audience is to little avail: the little blighters just ain't got what it takes to chill the blood.<br /><br />There are a few lacklustre zombie chow scenes in a futile bid to win over gore-hounds, and the final kill, which sees the victim's blood drench both Compton and Heuring, is suitably tasteless, but on the whole, Wicked Little Things (AKA Zombies in the UK) is instantly forgettable trashjust another clunker in the filmographies of Cardone and Davidson.",negative
26378,"The bad news is it's still really dreadful. I gave it a 2 because occasionally some of this kitchy slapstick parody actually seems funny.<br /><br />It's supposed to be better than ""Mulva, Zombie Ass Kicker"", and progress should be rewarded. Or maybe I was drinking heavily when I watched it and felt generous. Whatever, ""2"" it is.<br /><br />Maybe the best thing about this movie is that it's over pretty quick. It takes elements from most of Kill Bill I & II's key themes and fight scenes, hacks them up, dumbs them way down, dirties up the dialog, and squishes the whole mess into about an hour of truly awful amateur video.<br /><br />You'd best smoke a lot of something powerful if you want to enjoy this one. And get this DVD back to the video store on time! You'll really hate yourself if you have to pay a late fee.",negative
15003,"I really wish Hollywood would come up with some new ideas and quick. Instead they go around and recreate and mess up a perfectly good movie with a re-make. This movie is awful from the DeMille version. All the way through this movie I was saying to myself, Huh??? - What???? - I don't remember that part. The only exciting thing in this movie so far was the parting of the Red Sea. And in Heston's version - it was a heck of a lot better than this version. Did anyone else see an atomic or nuclear bomb cloud fade in and out when the Red Sea was being parted? I think I did. Anyway, I Might - Might - watch the last part tonight.<br /><br />I wish Hollywood would tackle different ideas and subject matters when they are making new movies. Instead of re-hashing old films.<br /><br />They should of left well enough alone.<br /><br />UPDATE:<br /><br />Well I watched the last part. Did Moses make up the second copy of the ten commandments with his own hand - or was I seeing things - please someone - email me and let me know. HORRIBLE",negative
31028,"We thought this was one of the worst movies ever. I had to volunteer to watch the end. The romance was not believable; the characters were not developed; the love affair made hardly any sense; it was miscast; and scenery was absolutely stupid because it was either (my opinion) like the ADAMS FAMILY GOES ON VACATION...just creepy, gypsy and cheesy; and the OUTERBANKS does not look typically like those houses on the surf; and who would spend the night in one during a hurricane if it was not theirs. Also..it was not realistic. hurrricanes give you plenty of notice to batten down the hatches.<br /><br />Also the friend was superfluous; and did not match the story What did the civil war have to do with the outerbanks anyway? I also have to mention the wardrobe...did D. Lane have to have a scarf/pashmina/shawl on in every scene? It was overdone. She looked good enough to not have to hide things; without making them obvious like with light slacks.<br /><br />Lastly I am concerned with the impact on our landfills when everyone has to dispose of this stupid, and I mean STUPID movie!!!! Don't fall for the hype on this one!!!!!! We did. Not even watchable.",negative
45347,"don't buy this film for comedy value like I did, I didnt find it one bit funny, but so f****** miserable and lame it's unbelievable. I gave it to a friend for christmas which was pretty funny (on my side) I recently heard that he watched it and told me what an a**ehole I am!<br /><br />There is nothing more frustrating than watching an over-lit, over dramatic, poorly scored scene in which the camera is sat there on a tripod and doesn't move... the film work is truely pathetic, and I can only say DONT WATCH THIS MOVIE!!!!!!!!!!!",negative
9170,"I watched the 219 minute version and have to say that dollar-for-dollar, it it probably one of the worst films ever. Now I am NOT saying it's THE worst film ever--but if you look at a ratio of cost over how much an average person would enjoy it, this is a very, very bad film.<br /><br />I would say that the single biggest factor making this a bad film is the writer/director, Michael Cimino. Rarely can so much blame be placed on a single person. Had he not been so self-indulgent, a film just as bad could have easily been made at about 90 minutes--saving the studio millions! <br /><br />The film begins with a completely unnecessary prologue that's supposed to be set at Harvard. The scene is HUGE but completely without context. You have no idea exactly what is occurring nor do you know why the students (in particular, John Hurt) are behaving so boorishly. I find it very hard to imagine a commencement going like this in 1870--and it looks a lot more like 1970. This is a half hour where you have no idea what is happening, who the characters are or their motivations. <br /><br />The next scene is 20 years later. Inexplicably, the two Harvard grads (Hurt and Kris Kristofferson) are in Wyoming. So, they went to the best school in America and now one is only a law man in the middle of no where and the other is....well, what IS John Hurt in the film?!?! He just appears here and there and seems to be either a jerk (the prologue) or a pathetic and pointless drunk who hangs out with murderers--even though he is apparently against them!? His entire character made no sense. They never explained why he was a Brit living in the middle of nowhere (it was impossible to hide his accent), why he bothered to come along with the hired army IF he was so against their wicked plan nor why he would risk his life for a cause he didn't believe in at all. As for Kristofferson, his excellent acting and better defined character made his character more believable, though having him move to Wyoming AND risk his life for a prostitute made no sense at all.<br /><br />This brings up the worst aspect of HEAVEN'S GATE. While the scenes are WAY TOO LONG and needed trimming, the worst part of the film is that the characters were like cardboard. John Hurt (a wonderful actor with nothing to do in the film), Jeff Bridges and many other big names are there but you have no idea why. In fact, other than Kristofferson, Isabelle Huppert (as a hooker with a heart of gold--quite the cliché) and perhaps Christopher Walken, EVERYONE is completely one-dimensional. It's hard to imagine a movie THIS long where you don't know or understand the characters. <br /><br />Much of the film also seems anachronistic. Who would have thought to have a giant roller rink constructed in the middle of no where in 1890? I am sure that just getting the basic supplies in this region in the West would have been very, very difficult--and yet we are expected to believe that trains filled with roller skates and lumber arrived instead of FOOD. Maybe if they hadn't spent a bazillion dollars building and frequenting the roller rink, the farmers could have afforded to BUY food and avoided this war over purloined cattle!!! And what's with the guy on roller skates with the fiddle? What did this have to do with a land war? <br /><br />The most obvious problem you are left with is that it's a film where very, very little actually happens until the big battle late in the film. There are lots of scenes of filth and flat nothingness. So much nothingness that by the time the battle occurs, many audience members would have left or are now so hostile to the film that it's inevitable that nothing could salvage the film.<br /><br />As for the final battle, it was done reasonably well but had problems. First, this minor skirmish on the prairie lasted longer than the D-Day invasion!! Second, while details of the actual events of the so-called ""Johnson County War"" are a tad sketchy, we do know that the characters played by Huppert and Kristofferson never actually were there, as they'd both been hung BEFORE the battle. Third, I can't believe that Cimino actually killed animals throughout the film--especially during the final battle. While I am far from a bleeding heart about animal rights, his need to use animal guts and actually kill some of the horses is a low point in cinematic history. Watching and knowing that some of the horses died to achieve Cimino's ""vision"" for the film is very sad.<br /><br />Finally, after the big battle, we have an epilogue. While it is blessedly short, it also seemed completely unnecessary and vague. We see Kristofferson on a fancy yacht, so we can assume that he's finally putting some of that Harvard education to work for himself. We also see a woman who appears to be one that Kris looked at a couple times during the prologue. Most importantly, nothing is said and you have no idea what the final outcome. I read up on it myself and found that the film often got the facts wrong.<br /><br />Overall, to say the film is long and needed tons more editing was like saying WWII was a ""minor tiff"". Well, I've certainly seen a lot worse, but if you factor in the cost of production, I truly think it might just be one of the worst films in history.<br /><br />Finally, when a film has this much explicit nudity I warn parents. However, as no child COULD sit through this film (even with a promise of sex), the warning is not necessary.",negative
